11108	Chimes at Midnight (Campanadas a medianoche)	Europa Press
11109	Captain Mike Across America (Slacker Uprising)	Express Publishing
11110	Different from the Others (Anders als die Andern)	Faber and Faber
11111	Rigoletto	Focal Press
11112	Shutter Island	Forum Media Group
11113	Oscar and the Lady in Pink	Free Press
11114	North to Alaska	George Newnes
11115	"Friends of Eddie Coyle, The"	Grafton
11116	10 Questions for the Dalai Lama	Greenery Press
11117	Red Riding: 1983	Happy House
11118	Dragon Ball Z: Bojack Unbound	HarperCollins
11119	"Girl Next Door, The"	Harvest House
11120	Speedy	Holland Park Press
11121	Meet the Deedles	Huffington Post
11122	Mendy: A Question of Faith	Island Press
11123	Hello I Must Be Going	John Wiley & Sons
11124	"Reluctant Dragon, The"	Kensington Books
11125	Neptune's Daughter	Ladybird Books
11126	The Corsican Brothers	Macmillan Publishers
11127	Castles in the Sky	McGraw-Hill Education
11128	Kissed	New Village Press
11129	Butterfly Kiss	Orion Books
11130	Diamond Dogs	Parragon
11131	Midway	Pavilion Books
11132	"Thomas Crown Affair, The"	Princeton University Press
11133	Sebastian	Random House
11134	Club Sandwich	SAGE Publications
11135	Mr. & Mrs. Bridge	Target Books
11136	"Dance, Girl, Dance"	UCL Press
11137	Celebrity	Vintage Books
11138	Marie-Jo and Her 2 Lovers (Marie-Jo et ses 2 amours)	Workman Publishing
11139	"Postman Always Rings Twice, The"	Xoanon Publishing
11140	"Way of the Gun, The"	Yale University Press
11141	Hotline	Zed Books
11142	One to Another (Chacun sa nuit)	Ablex Publishing
11143	In Football We Trust	BBC Books
11144	102 Minutes That Changed America	Bellevue Literary Press
11145	The Year Without a Santa Claus	Bison Books
11146	Year of the Dog	Cambridge University Press
11147	Crimes Against Humanity	Capstone Publishers
11148	"Fly Away (Bis zum Horizont, dann links!)"	Carnegie Mellon University Press
11149	Raintree County	Chronicle Books
11150	"Decline of the American Empire, The (Déclin de l'empire américain, Le)"	Dobson Books
11151	"House on Telegraph Hill, The"	Dobson Books
11152	Strange Invaders	Doubleday
11153	Landscape with a Woman (Zena s krajolikom)	Europa Press
11154	Four Brothers	Express Publishing
11155	My Forbidden Past	Faber and Faber
11156	Demons 2 (Dèmoni 2... l'incubo ritorna)	Focal Press
11157	It Started with Eve	Forum Media Group
11158	Clockwise	Free Press
11159	Django Unchained	George Newnes
11160	Tai-Pan	Grafton
11161	Glitterbug	Greenery Press
11162	Zack and Miri Make a Porno	Happy House
11163	Zombie Apocalypse	HarperCollins
11164	"Civil War, The"	Harvest House
11165	Dragon Age: Redemption	Holland Park Press
11166	"Big Doll House, The"	Huffington Post
11167	Rough Riders	Island Press
11168	Victory (a.k.a. Escape to Victory)	John Wiley & Sons
11169	Christmas with the Kranks	Kensington Books
11170	Sunday in New York	Ladybird Books
11171	Essential Killing	Macmillan Publishers
11172	Four Sahibjade	McGraw-Hill Education
11173	Bringing Out the Dead	New Village Press
11174	No Way Out	Orion Books
11175	Sofia's Last Ambulance (Poslednaka lineika na Sofia)	Parragon
11176	Parenthood	Pavilion Books
11177	Wings of Hope (Julianes Sturz in den Dschungel)	Princeton University Press
11178	Things We Lost in the Fire	Random House
11179	I Love Trouble	SAGE Publications
11180	Beautiful Girls	Target Books
11181	Pressure Point	UCL Press
11182	"Good Morning, Night (Buongiorno, notte)"	Vintage Books
11183	"Steel Trap, The"	Workman Publishing
11184	Terkel in Trouble (Terkel i knibe)	Xoanon Publishing
11185	Nim's Island	Yale University Press
11186	"Bruno (Dress Code, The)"	Zed Books
11187	Any Number Can Play	Ablex Publishing
11188	Crime Busters	BBC Books
11189	Planet of the Apes	Bellevue Literary Press
11190	Eat Drink Man Woman (Yin shi nan nu)	Bison Books
11191	"Ambulance, The"	Cambridge University Press
11192	"Last Days of Pompeii, The (Gli ultimi giorni di Pompeii)"	Capstone Publishers
11193	"Welcome, or No Trespassing"	Carnegie Mellon University Press
11194	Goodbye First Love	Chronicle Books
11195	Annabelle	Dobson Books
11196	Fear Over the City	Doubleday
11197	Legalese	Europa Press
11198	She's All That	Express Publishing
11199	Salesman	Faber and Faber
11200	Chhoti Si Baat	Focal Press
11201	Sid and Nancy	Princeton University Press
11202	"Dead Girl, The"	Random House
11203	Police Story 2 (Ging chaat goo si juk jaap)	SAGE Publications
11204	Child's Pose	Target Books
11205	Beautiful Losers	UCL Press
11206	"Freshman, The"	Vintage Books
11207	Go Now	Workman Publishing
11208	Lawrence of Arabia	Xoanon Publishing
11209	Batman	Yale University Press
11210	Milagro Beanfield War	Zed Books
11211	Barry Munday	Ablex Publishing
11212	Hoot	BBC Books
11213	Dirty Filthy Love	Bellevue Literary Press
11214	"Remains of the Day, The"	Bison Books
11215	Pretty Cool	Cambridge University Press
11216	Sylvia Scarlett	Capstone Publishers
11217	Edmond	Carnegie Mellon University Press
11218	"Last of the Unjust, The (Dernier des injustes, Le)"	Chronicle Books
11219	Grbavica: The Land of My Dreams (Grbavica)	Dobson Books
11220	"Alibi, The (Lies and Alibis)"	Doubleday
11221	King Lear (Korol Lir)	Europa Press
11222	Soft Fruit	Express Publishing
11223	"Dark Crystal, The"	Faber and Faber
11224	"Boys of Baraka, The"	Focal Press
11225	"Last Godfather, The"	Forum Media Group
11226	Report to the Commissioner	Free Press
11227	Legally Blonde	George Newnes
11228	"Devil's Rock, The"	Grafton
11229	Out of the Blue	Greenery Press
11230	"Governess, The"	Happy House
11231	"Ordeal, The (Calvaire)"	HarperCollins
11232	Bandwagon	Harvest House
11233	The Mayor of Casterbridge	Holland Park Press
11234	"Walking Dead, The"	Huffington Post
11235	Metal: A Headbanger's Journey	Island Press
11236	Moog	John Wiley & Sons
11237	Arachnophobia	Kensington Books
11238	Another Country	Ladybird Books
11239	"Caller, The"	Macmillan Publishers
11240	Bye-Bye Bin Laden	McGraw-Hill Education
11241	100 Girls	New Village Press
11242	This Above All	Orion Books
11243	"End of the Affair, The"	Parragon
11244	"Bohème, La"	Pavilion Books
11245	Future Cops (Chao ji xue xiao ba wang)	Princeton University Press
11246	"Physician, The"	Random House
11247	Caesar and Cleopatra	SAGE Publications
11248	"Search for One-eye Jimmy, The"	Target Books
11249	Coffin Rock	UCL Press
11250	Conquest of Space	Vintage Books
11251	"Wedding Song, The"	Island Press
11252	"Son, The (Le fils)"	John Wiley & Sons
11253	"Movie, A"	Kensington Books
11254	Adventures of a Dentist	Ladybird Books
11255	Holes in My Shoes	Macmillan Publishers
11256	"Short Film About Killing, A (Krótki film o zabijaniu)"	McGraw-Hill Education
11257	In Like Flint	New Village Press
11258	"Construction, The (En construcción)"	Orion Books
11259	Two Thousand Maniacs!	Parragon
11260	"Legend of Sleepy Hollow, The"	Pavilion Books
11261	Cloud Atlas	Princeton University Press
11262	Drugstore Cowboy	Random House
11263	Major League: Back to the Minors	SAGE Publications
11264	Heaven Can Wait	Target Books
11265	Heavenly Creatures	UCL Press
11266	American Swing	Vintage Books
11267	Hercules and the Circle of Fire	Workman Publishing
11268	Spider-Man	Xoanon Publishing
11269	"Children, The"	Yale University Press
11270	Livid (Livide)	Zed Books
11271	Boys (Drenge)	Ablex Publishing
11272	Executive Decision	BBC Books
11273	In the Edges: The 'Grizzly Man' Session	Bellevue Literary Press
11274	Mamma Roma	Bison Books
11275	Rancho Deluxe	Cambridge University Press
11276	Young Einstein	Capstone Publishers
11277	3 Sailors and a Girl (Three Sailors and a Girl)	Carnegie Mellon University Press
11278	Tango	Chronicle Books
11279	Northanger Abbey	Dobson Books
11280	Johnny English Reborn	Doubleday
11281	I Don't Want to Talk About It (De eso no se habla)	Europa Press
11282	Ransom	Express Publishing
11283	Falling Down	Faber and Faber
11284	"Great White Silence, The"	Focal Press
11285	Screamers: The Hunting	Forum Media Group
11286	House of Tolerance	Free Press
11287	Kiki's Delivery Service (Majo no takkyûbin)	George Newnes
11288	Avengers Confidential: Black Widow & Punisher	Grafton
11289	Palookaville	Greenery Press
11290	Anything But Love (a.k.a. Standard Time)	Happy House
11291	Cheech and Chong's Animated Movie	HarperCollins
11292	Find Me Guilty	Harvest House
11293	Paranormal Activity 2	Holland Park Press
11294	"Teacher, A"	Huffington Post
11295	Whitewash	Island Press
11296	Breakfast of Champions	John Wiley & Sons
11297	Serena	Kensington Books
11298	Valerie	Ladybird Books
11299	Best Defense	Macmillan Publishers
11300	Chungking Express (Chung Hing sam lam)	McGraw-Hill Education
11301	Redemption: For Robbing the Dead	Harvest House
11302	Little Big Man	Holland Park Press
11303	TMNT (Teenage Mutant Ninja Turtles)	Huffington Post
11304	Dial M for Murder	Island Press
11305	"World According to Sesame Street, The"	John Wiley & Sons
11306	Wuthering Heights	Kensington Books
11307	"Santa Clause 2, The"	Ladybird Books
11308	Tucker: The Man and His Dream	Macmillan Publishers
11309	"Earrings of Madame de..., The (Madame de...)"	McGraw-Hill Education
11310	We All Loved Each Other So Much (C'eravamo tanto amati)	New Village Press
11311	All the Fine Young Cannibals	Orion Books
11312	Happy Birthday to Me	Parragon
11313	"Overbrook Brothers, The"	Pavilion Books
11314	Taistelu Näsilinnasta 1918	Princeton University Press
11315	Wishful Thinking	Random House
11316	White Dog	SAGE Publications
11317	"Trust Us, This Is All Made Up"	Target Books
11318	Fellini: I'm a Born Liar (Fellini: Je Suis um Grand Menteur)	UCL Press
11319	Carla's Song	Vintage Books
11320	Ju-on: White Ghost	Workman Publishing
11321	Odd Thomas	Xoanon Publishing
11322	Hamlet	Yale University Press
11323	How the West Was Won	Zed Books
11324	Pure Luck	Ablex Publishing
11325	Lethal Weapon	BBC Books
11326	"Bachelor, The"	Bellevue Literary Press
11327	Screamers	Bison Books
11328	Go Get Some Rosemary (Daddy Longlegs)	Cambridge University Press
11329	New York Stories	Capstone Publishers
11330	Mischief	Carnegie Mellon University Press
11331	"Iron Mask, The"	Chronicle Books
11332	Sex and the City 2	Dobson Books
11333	Ali: Fear Eats the Soul (Angst essen Seele auf)	Doubleday
11334	Dear Brigitte	Europa Press
11335	"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper"	Express Publishing
11336	Frenchman's Creek	Faber and Faber
11337	"Breach, The (Rupture, La)"	Focal Press
11338	Perfumed Nightmare	Forum Media Group
11339	"Woman in White, The"	Free Press
11340	Sergeant Rutledge	George Newnes
11341	Boy Meets Girl	Grafton
11342	Bleak Night	Greenery Press
11343	"Ditchdigger's Daughters, The"	Happy House
11344	Tarzan	HarperCollins
11345	Bluebeard (Landru)	Harvest House
11346	My Life in Pink (Ma vie en rose)	Holland Park Press
11347	The Raid 2: Berandal	Huffington Post
11348	Bitter Sweet	Island Press
11349	All the Way Home	John Wiley & Sons
11350	Battle for Brooklyn	Kensington Books
11351	Village People Radio Show (Apa khabar orang kampung)	Workman Publishing
11352	Macon County Line	Xoanon Publishing
11353	Mystery Road	Yale University Press
11354	Scooby-Doo! Curse of the Lake Monster	Zed Books
11355	G.I. Joe: The Revenge of Cobra	Ablex Publishing
11356	Sleepwalk with Me	BBC Books
11357	From One Second to the Next	Bellevue Literary Press
11358	Tin Pan Alley	Bison Books
11359	Village of the Damned	Cambridge University Press
11360	Queens Logic	Capstone Publishers
11361	Dream Home (Wai dor lei ah yut ho)	Carnegie Mellon University Press
11362	Retrogade	Chronicle Books
11363	Stitches	Dobson Books
11364	Angel and the Badman	Doubleday
11365	Undercurrent	Europa Press
11366	Command Decision	Express Publishing
11367	Connections	Faber and Faber
11368	State of Emergency	Focal Press
11369	Modern Problems	Forum Media Group
11370	"7th Dawn, The"	Free Press
11371	Talking Funny	George Newnes
11372	White Frog	Grafton
11373	Prinsessa Ruusunen	Greenery Press
11374	Broken Wings (Knafayim Shvurot)	Happy House
11375	House at the End of the Street	HarperCollins
11376	"Maybe, Maybe Not (Bewegte Mann, Der)"	Harvest House
11377	Carousel	Holland Park Press
11378	Stalin	Huffington Post
11379	Revenge of the Nerds IV: Nerds in Love	Island Press
11380	Posse	John Wiley & Sons
11381	Sasayaki (a.k.a. Moonlight Whispers) (Gekkô no sasayaki)	Kensington Books
11382	Seven Alone	Ladybird Books
11383	"Thief of Paris, The (Le voleur)"	Macmillan Publishers
11384	"Bribe, The"	McGraw-Hill Education
11385	Easy	New Village Press
11386	"Truly, Madly, Deeply"	Orion Books
11387	The Hyperboloid of Engineer Garin (Giperboloid inzhenera Garina)	Parragon
11388	Battle Royale (Batoru rowaiaru)	Pavilion Books
11389	"Study in Terror, A"	Princeton University Press
11390	But Not for Me	Random House
11391	Samurai III: Duel on Ganryu Island	SAGE Publications
11392	Frankenweenie	Target Books
11393	Rumble Fish	UCL Press
11394	Habit	Vintage Books
11395	28 Weeks Later	Workman Publishing
11396	Resident Evil	Xoanon Publishing
11397	Divine Madness!	Yale University Press
11398	The Hunting Ground	Zed Books
11399	Viy or Spirit of Evil (Viy)	Ablex Publishing
11400	"Knot, The"	BBC Books
11401	My Way	Ladybird Books
11402	"Hey, Happy!"	Macmillan Publishers
11403	"Little Soldier, The (Petit soldat, Le)"	McGraw-Hill Education
11404	Mr. Accident	New Village Press
11405	Snow Falling on Cedars	Orion Books
11406	"Painting, The (Tableau, Le)"	Parragon
11407	"Gamers, The: Dorkness Rising"	Pavilion Books
11408	Urban Justice	Princeton University Press
11409	She's Gotta Have It	Random House
11410	Nursery University	SAGE Publications
11411	Camille	Target Books
11412	Citizen Toxie: The Toxic Avenger IV	UCL Press
11413	"Free Soul, A"	Vintage Books
11414	"Older Brother, Younger Sister (Ani imôto)"	Workman Publishing
11415	"Dogs of War, The"	Xoanon Publishing
11416	(Untitled)	Yale University Press
11417	"Blood, Guts, Bullets and Octane"	Zed Books
11418	Vanity Fair	Ablex Publishing
11419	Ski Patrol	BBC Books
11420	Where's Marlowe?	Bellevue Literary Press
11421	Rio Rita	Bison Books
11422	Who's the Man?	Cambridge University Press
11423	The Adventures of André and Wally B.	Capstone Publishers
11424	"Kevin Nealon: Whelmed, But Not Overly"	Carnegie Mellon University Press
11425	Jellyfish (Meduzot)	Chronicle Books
11426	And Now... Ladies and Gentlemen...	Dobson Books
11427	Our Vinyl Weighs a Ton: This Is Stones Throw Records	Doubleday
11428	Run Silent Run Deep	Europa Press
11429	"Final Inquiry, The (Inquiry, The) (inchiesta, L')"	Express Publishing
11430	The Call of the Wild	Faber and Faber
11431	"Hand That Rocks the Cradle, The"	Focal Press
11432	The Magic Box	Forum Media Group
11433	Men of Honor	Free Press
11434	"Curiosity of Chance, The"	George Newnes
11435	Imagine I'm Beautiful	Grafton
11436	Reclaim	Greenery Press
11437	"Gravedancers, The"	Happy House
11438	Streets of Laredo	HarperCollins
11439	"Housemaid, The (Hanyo)"	Harvest House
11440	Springsteen & I	Holland Park Press
11441	"Ghost Writer, The"	Huffington Post
11442	Seize the Day	Island Press
11443	Moonbase	John Wiley & Sons
11444	Fiddler on the Roof	Kensington Books
11445	Herbie Rides Again	Ladybird Books
11446	Chase a Crooked Shadow	Macmillan Publishers
11447	Days of Glory (Indigènes)	McGraw-Hill Education
11448	From B Movie to Cult Film: Western	New Village Press
11449	Coriolanus	Orion Books
11450	Confessions (Kokuhaku)	Parragon
11451	MacGruber	Ablex Publishing
11452	Barry Munday	BBC Books
11453	Jamie Marks Is Dead	Bellevue Literary Press
11454	"Stolen Children (Ladro di bambini, Il)"	Bison Books
11455	Boat People (Tau ban no hoi)	Cambridge University Press
11456	"Island of Dr. Moreau, The"	Capstone Publishers
11457	Snow (Snijeg)	Carnegie Mellon University Press
11458	Getting Back to Abnormal	Chronicle Books
11459	"Pleasure Party (Partie de plaisir, Une) (Piece of Pleasure, A)"	Dobson Books
11460	Tom Jones	Doubleday
11461	Deceived	Europa Press
11462	"New Jean-Claude, The (Le nouveau Jean-Claude)"	Express Publishing
11463	"Perfect Holiday, The"	Faber and Faber
11464	"Golden Age, The (Âge d'Or, L')"	Focal Press
11465	Salvage	Forum Media Group
11466	Mujhse Dosti Karoge!	Free Press
11467	Petting Zoo	George Newnes
11468	Detropia	Grafton
11469	"Misérables, Les"	Greenery Press
11470	Clara and Me (Clara et moi)	Happy House
11471	Sophie's World (Sofies verden)	HarperCollins
11472	Kinyarwanda	Harvest House
11473	Clue	Holland Park Press
11474	Autumn Ball (Sügisball)	Huffington Post
11475	"World, The (Shijie)"	Island Press
11476	Screamers: The Hunting	John Wiley & Sons
11477	May 6th (06/05)	Kensington Books
11478	"Crimson Permanent Assurance, The"	Ladybird Books
11479	Running On Karma (Daai Zek Lou)	Macmillan Publishers
11480	Flowing (Nagareru)	McGraw-Hill Education
11481	Hellbound?	New Village Press
11482	Gotti	Orion Books
11483	Date Movie	Parragon
11484	Make Like a Thief (Juokse kuin varas)	Pavilion Books
11485	Mademoiselle	Princeton University Press
11486	Foxy Brown	Random House
11487	"Best of Times, The (Mei li shi guang)"	SAGE Publications
11488	"This World, Then the Fireworks"	Target Books
11489	Creep Van	UCL Press
11490	Att stjäla en tjuv	Vintage Books
11491	Hud	Workman Publishing
11492	Men in the City (Männerherzen)	Xoanon Publishing
11493	"Dark Knight Rises, The"	Yale University Press
11494	"When Time Ran Out... (Day the World Ended, The)"	Zed Books
11495	Fatal Attraction	Ablex Publishing
11496	Little Fugitive	BBC Books
11497	Horrors of Spider Island (Ein Toter Hing im Netz)	Bellevue Literary Press
11498	In the Park	Bison Books
11499	From Justin to Kelly	Cambridge University Press
11500	The Lost Squadron	Capstone Publishers
11501	Certifiable Software Applications 2	Ablex Publishing
11502	Nanoencapsulation Technologies for the Food and Nutraceutical Industries	Yale University Press
11503	Intelligence in Energy	Ablex Publishing
11504	Chemical Engineering Process Simulation	Grafton
11505	Nanotechnology Methods for Neurological Diseases and Brain Tumors	New Village Press
11506	Anticandidal Agents	Greenery Press
11507	Dust Explosion Dynamics	Free Press
11508	Adsorption-Dryers for Divided Solids	BBC Books
11509	Studies in Natural Products Chemistry	BBC Books
11510	Example-Based Super Resolution	Happy House
11511	Expanded PTFE Applications Handbook	Zed Books
11512	Science and Principles of Biodegradable	Orion Books
11513	Bioinspired Materials for Medical Applications	HarperCollins
11514	The Science of Armour Materials	Harvest House
11515	An Invitation to Applied Mathematics	George Newnes
11516	Pathways into Information Literacy and Communities of Practice	Forum Media Group
11517	Biomedical Engineering in Gastrointestinal Surgery	Bellevue Literary Press
11518	Veterinary Toxicology for Australia and New Zealand	Holland Park Press
11519	Kelley and Firestein's Textbook of Rheumatology	Bellevue Literary Press
11520	Lanthanides Series Determination by Various Analytical Methods	Ablex Publishing
11521	Smart Buildings	Huffington Post
11522	Molecular Biological Markers for Toxicology and Risk Assessment	Grafton
11523	Fish and Fish Oil in Health and Disease Prevention	Parragon
11524	Molecular Breeding and Nutritional Aspects of Buckwheat	Huffington Post
11525	"Evolution, Explanation, Ethics and Aesthetics"	Bison Books
11526	Biology of Life	Island Press
11527	Stem Cell Manufacturing	BBC Books
11528	WEEE Recycling	Greenery Press
11529	Discover Digital Libraries	Bison Books
11530	Audio Content Security	John Wiley & Sons
11531	Ephemeral Hunter-Gatherer Archaeological Sites	Pavilion Books
11532	4G LTE-Advanced Pro and The Road to 5G	Cambridge University Press
11533	Rheological and Morphological Properties of Dispersed Polymeric Materials	Bellevue Literary Press
11534	Computational Finance Using C and C#	Happy House
11535	"Global Imbalances, Financial Crises, and Central Bank Policies"	John Wiley & Sons
11536	Developmental Juvenile Osteology	Cambridge University Press
11537	Chemical Resistance of Engineering Thermoplastics	Capstone Publishers
11538	Chemical Resistance of Commodity Thermoplastics	Bison Books
11539	Social Network Sites for Scientists	Capstone Publishers
11540	Olive and Olive Oil Bioactive Constituents	HarperCollins
11541	Polar Lipids	Princeton University Press
11542	Handbook of Nonwoven Filter Media	Kensington Books
11543	Filters and Filtration Handbook	Ladybird Books
11544	Forced-Flow Layer Chromatography	Carnegie Mellon University Press
11545	Multiscreen UX Design	Carnegie Mellon University Press
11546	Automated Security Analysis of Android and iOS Applications	Random House
11547	Geothermal Power Plants	Cambridge University Press
11548	"Formulas and Calculations for Drilling, Production"	Chronicle Books
11549	Time-Frequency Signal Analysis and Processing	Macmillan Publishers
11550	RF and mm-Wave Power Generation in Silicon	Harvest House
11551	"Medical Image Recognition, Segmentation and Parsing"	Chronicle Books
11552	Operating System Forensics	Capstone Publishers
11553	Advances in Smart Medical Textiles	Dobson Books
11554	Multiphysics Modeling	McGraw-Hill Education
11555	Maximizing Electronic Resources Management in Libraries	SAGE Publications
11556	Handbook on Natural Pigments in Food and Beverages	New Village Press
11557	Agricultural Law and Economics in Sub-Saharan Africa	Holland Park Press
11558	"Fruits, Vegetables, and Herbs"	Doubleday
11559	Phenotyping Crop Plants for Physiological and Biochemical Traits	Dobson Books
11560	Case Studies in Cell Biology	Orion Books
11561	Lanzkowsky's Manual of Pediatric Hematology and Oncology	Carnegie Mellon University Press
11562	Mechanochemical Organic Synthesis	Target Books
11563	Relational Database Design and Implementation	Parragon
11564	Systems Analysis and Synthesis	Pavilion Books
11565	Business Intelligence Strategy and Big Data Analytics	Huffington Post
11566	Rock Fracture and Blasting	Free Press
11567	On-Road Intelligent Vehicles	Doubleday
11568	Qualitative Analysis of Nonsmooth Dynamics	Princeton University Press
11569	Multiscale Structural Topology Optimization	Europa Press
11570	Environmental Materials and Waste	Chronicle Books
11571	Behavioral Evidence Analysis	Island Press
11572	Human Body Decomposition	Island Press
11573	Biomaterials and Regenerative Medicine in Ophthalmology	UCL Press
11574	Smart Textiles and Their Applications	Random House
11575	Boron Nitride Nanotubes in Nanomedicine	Express Publishing
11576	Nanobiomaterials in Drug Delivery	SAGE Publications
11577	Introduction to Finite and Infinite Dimensional Lie algebras	Dobson Books
11578	Neuropathology of Drug Addictions and Substance Misuse	John Wiley & Sons
11579	Culturally Adapting Psychotherapy for Asian Heritage Populations	Europa Press
11580	"Handbook of Basal Ganglia Structure and Function, Second Edition"	Target Books
11581	Spezielle Orthopädische Chirurgie	Vintage Books
11582	Induced Fish Breeding	Faber and Faber
11583	Understanding PCR	Doubleday
11584	Mesenchymal Stromal Cells as Tumor Stromal Modulators	Kensington Books
11585	Chromatin Regulation and Dynamics	Kensington Books
11586	Cardioskeletal Myopathies in Children and Young Adults	Express Publishing
11587	Pulp and Paper Industry	Focal Press
11588	Reactive Species Detection in Biology	Europa Press
11589	Complex Systems and Clouds	Faber and Faber
11590	Composition and Properties of Drilling and Completion Fluids	Ladybird Books
11591	Quantitative Methods in Reservoir Engineering	Workman Publishing
11592	Plant Hazard Analysis and Safety Instrumentation Systems	UCL Press
11593	Overview of Industrial Process Automation	Vintage Books
11594	Ecological Model Types	Forum Media Group
11595	Chitosan Based Biomaterials Volume 2	Focal Press
11596	Chitosan Based Biomaterials Volume 1	Xoanon Publishing
11597	Biofilms and Implantable Medical Devices	Express Publishing
11598	Progress in Rubber Nanocomposites	Free Press
11599	Brydson's Plastics Materials	Workman Publishing
11600	Nanotechnology in Cancer	Macmillan Publishers
11601	Nanostructures	Forum Media Group
11602	Conn's Translational Neuroscience	Faber and Faber
11603	Spinal Muscular Atrophy	George Newnes
11604	Decision Neuroscience	Xoanon Publishing
11605	Predictive Modeling of Pharmaceutical Unit Operations	Yale University Press
11606	Pharmacology in Drug Discovery and Development	Yale University Press
11607	Measuring and Enhancing the Student Experience	McGraw-Hill Education
11608	Evaluating Demand-Driven Acquisitions	Grafton
11609	Physical Properties of Rocks	Free Press
11610	Sprachtherapie mit hörgeschädigten Kindern und Jugendlichen	Zed Books
11611	Wetlands for Water Pollution Control	Focal Press
11612	Pneumatic Conveying Design Guide	Zed Books
11613	Medical Textile Materials	Ablex Publishing
11614	Friction Stir Casting Modification for Enhanced Structural Efficiency	BBC Books
11615	"Modeling Damage, Fatigue and Failure of Composite Materials"	New Village Press
11616	"Clinical Cardiac Pacing, Defibrillation and Resynchronization Therapy"	George Newnes
11617	The Stability and Shelf Life of Food	George Newnes
11618	Big Data and Ethics	Bellevue Literary Press
11619	High Temperature Oxidation and Corrosion of Metals	Greenery Press
11620	Environment and Development	Forum Media Group
11621	GPU-based Parallel Implementation of Swarm Intelligence Algorithms	John Wiley & Sons
11622	Volcanic Ash	Orion Books
11623	Sensing and Monitoring Technologies for Mines and Hazardous Areas	Ablex Publishing
11624	The Geology of the Canary Islands	Bison Books
11625	Urban DC Microgrid	Happy House
11626	Mobilisation of Forest Bioenergy in the Boreal and Temperate Biomes	Cambridge University Press
11627	Extracellular Matrix-derived Implants in Clinical Medicine	Parragon
11628	Thresholds of Genotoxic Carcinogens	HarperCollins
11629	New Roles for Research Librarians	Grafton
11630	Innovation Strategies in the Food Industry	Capstone Publishers
11631	DNA Repair in Cancer Therapy	Free Press
11632	Human Fatigue Risk Management	BBC Books
11633	Cybersecurity and Applied Mathematics	Carnegie Mellon University Press
11634	Big Data	Chronicle Books
11635	Microbehavioral Econometric Methods	Pavilion Books
11636	Executing Windows Command Line Investigations	Grafton
11637	Heat Transfer Enhancement Using Nanofluid Flow in Microchannels	Greenery Press
11638	Theory and Methods of Statistics	Dobson Books
11639	Poincaré-Andronov-Melnikov Analysis for Non-Smooth Systems	Harvest House
11640	From Information Literacy to Social Epistemology	George Newnes
11641	American Trypanosomiasis Chagas Disease	Kensington Books
11642	Robust Process Development and Scientific Molding	Princeton University Press
11643	Applied Underwater Acoustics	Bellevue Literary Press
11644	The Science and Technology of Unconventional Oils	Doubleday
11645	Basic Principles of Induction Logging	Europa Press
11646	Shape-Memory Polymer Device Design	Grafton
11647	Cybercrime and Business	Random House
11648	Electronic Noses and Tongues in Food Science	Happy House
11649	The Membranes of Cells	Express Publishing
11650	Graduate Research	Greenery Press
11651	Metabolic Phenotyping in Personalized and Public Healthcare	Bison Books
11652	Molecules to Medicine with mTOR	Faber and Faber
11653	Alzheimer's Disease	Focal Press
11654	Biomass Fractionation Technologies for a Lignocellulosic Feedstock	SAGE Publications
11655	Transition Metal-Catalyzed Pyridine Synthesis	Greenery Press
11656	Building Intelligent Information Systems Software	HarperCollins
11657	Preserving Electronic Evidence for Trial	Forum Media Group
11658	Uranium for Nuclear Power	Holland Park Press
11659	Membrane Technologies for Biorefining	Happy House
11660	Towards Nearly Zero Energy	Free Press
11661	Fundamentals of Gas Lift Engineering	HarperCollins
11662	Commercial Ship Surveying	Target Books
11663	Multi-criteria Decision Analysis for Supporting  Engineering Materials	Harvest House
11664	Basics of Engineering Turbulence	George Newnes
11665	Corrosion of Steel in Concrete Structures	Harvest House
11666	Stress Corrosion Cracking of Nickel Based Alloys	Cambridge University Press
11667	Nonconventional and Vernacular Construction Materials	Grafton
11668	Assessing Nanoparticle Risks to Human Health	Greenery Press
11669	Spectroscopy of Polymer Nanocomposites	UCL Press
11670	Thin Film Coatings for Biomaterials and Biomedical Applications	Happy House
11671	Chemosensory Transduction	Holland Park Press
11672	Systems Neuroscience in Depression	Happy House
11673	Intracellular Consequences of Amyloid in Alzheimer's Disease	Huffington Post
11674	"Social Aspects of Drug Discovery, Development and Commercialization"	Holland Park Press
11675	Apparative und Bildgebende Diagnostik	Ladybird Books
11676	Cancer Stem Cells	Vintage Books
11677	The Basics of Cyber Safety	Capstone Publishers
11678	Quantifying the User Experience	HarperCollins
11679	Standalone Photovoltaic (PV) Systems for Disaster Relief and Remote Areas	Workman Publishing
11680	Medical Biosensors for Point of Care (POC) Applications	Island Press
11681	Advances in Rock-Support and Geotechnical Engineering	Huffington Post
11682	Up and Running with AutoCAD 2017	Harvest House
11683	Injection Molding	Huffington Post
11684	Fund Custody and Administration	Carnegie Mellon University Press
11685	Structure and Properties of High-Performance Fibers	Holland Park Press
11686	Novel Fire Retardant Polymers and Composite Materials	Huffington Post
11687	Negative Affective States and Cognitive Impairments	Xoanon Publishing
11688	Unified Non-Local Relativistic Theory of Transport Processes	HarperCollins
11689	Laterality in Sports	Island Press
11690	Life-Threatening Effects of Antipsychotic Drugs	Island Press
